0,0,0,-0.39797908649779856,-0.11258955951780081
0.201,0,0,,
0.402,0,0,,
0.602,0,0,,
0.803,0,0,,
1.006,0,0,-2.0973931297194213,0.019671635702252388
1.204,0,0,,
1.404,0,0,,
1.605,0,0,,
1.806,0,0,,
2.013,0,0,-2.754586845403537,0.09274743404239416
2.206,0,0,,
2.41,0,0,,
2.608,0,0,,
2.813,0,0,,
3.009,0,0,-3.2077179623302072,0.12265458423644304
3.21,0,0,,
3.41,0,0,,
3.611,0,0,,
3.811,0,0,,
4.012,0,0,-3.0091393233742565,0.11780328396707773
4.216,0,0,,
4.413,0,0,,
4.613,0,0,,
4.814,0,0,,
5.015,0,0,-3.0451002386398613,0.13830211758613586
5.215,0,0,,
5.416,0,0,,
5.626,0,0,,
5.817,0,0,,
6.018,0,0,-3.0510229761712253,0.16884216107428074
6.218,0,0,,
6.419,0,0,,
6.623,0,0,,
6.82,0,0,,
7.022,0,0,-3.263862574705854,0.1097153602167964
7.221,0,0,,
7.422,0,0,,
7.623,0,0,,
7.822,0,0,,
8.024,0,0,-3.6708053078036755,0.06990501563996077
8.224,0,0,,
8.425,0,0,,
8.625,0,0,,
8.826,0,0,,
9.028,0,0,-3.969996214378625,0.036935887299478054
9.227,0,0,,
9.429,0,0,,
9.629,0,0,,
9.831,0,0,,
10.03,0,0,-4.13255593390204,-0.003166758455336094
10.431,0,0,,
10.631,0,0,,
10.833,0,0,,
11.032,0,0,-4.1806458628270775,-0.012330573983490467
11.233,0,0,,
11.433,0,0,,
11.639,0,0,,
11.834,0,0,,
12.036,0,0,-4.208284099353477,-0.013422622345387936
12.236,0,0,,
12.437,0,0,,
12.637,0,0,,
12.838,0,0,,
13.045,0,0,-4.272683990420774,-0.024426166899502277
13.246,0,0,,
13.44,0,0,,
13.641,0,0,,
13.841,0,0,,
14.042,0,0,-4.249903645832092,-0.01677728444337845
14.243,0,0,,
14.443,0,0,,
14.643,0,0,,
14.844,0,0,,
15.044,0,0,-4.277909359661862,-0.01627480983734131
15.245,0,0,,
15.445,0,0,,
15.646,0,0,,
15.846,0,0,,
16.047,0,0,-4.323713738005608,-0.020833805203437805
16.249,0,0,,
16.449,0,0,,
16.649,0,0,,
16.85,0,0,,
17.05,0,0,-4.3870448970701545,-0.02679329924285412
17.251,0,0,,
17.452,0,0,,
17.655,0,0,,
17.853,0,0,,
18.054,0,0,-4.411357044940814,-0.03263621870428324
18.253,0,0,,
18.455,0,0,,
18.655,0,0,,
18.856,0,0,,
19.06,0,0,-4.437630366766825,-0.03965077642351389
19.257,0,0,,
19.457,0,0,,
19.658,0,0,,
19.858,0,0,,
20.059,0,0,-4.4606019023340195,-0.03678867593407631
20.259,0,0,,
20.472,0,0,,
20.661,0,0,,
20.862,0,0,,
21.062,0,0,-4.4574764024000615,-0.03582847956568003
21.263,0,0,,
21.463,0,0,,
21.667,0,0,,
21.864,0,0,,
21.977,0,0,-4.433479235973209,-0.02861882746219635
22.065,0,0,,
22.265,0,0,,
22.466,0,0,,
22.666,0,0,,
22.867,0,0,,
23.068,0,0,-4.408422735286877,-0.02116503845900297
23.269,0,0,,
23.468,0,0,,
23.87,0,0,,
24.072,0,0,-4.373989735729992,-0.010830658487975597
24.271,0,0,,
24.472,0,0,,
24.672,0,0,,
24.873,0,0,,
25.076,0,0,-4.345545252552256,-0.0035556163638830185
25.274,0,0,,
25.474,0,0,,
25.675,0,0,,
25.875,0,0,,
26.077,0,0,-4.328858418157324,0.0014895061030983925
26.277,0,0,,
26.477,0,0,,
26.678,0,0,,
26.879,0,0,,
27.079,0,0,-4.350999403046444,-0.004092929884791374
27.28,0,0,,
27.48,0,0,,
27.681,0,0,,
27.882,0,0,,
27.986,0,0,-4.368955557700247,-0.008471032604575157
28.083,0,0,,
28.282,0,0,,
28.484,0,0,,
28.683,0,0,,
28.892,0,0,,
28.982,0,0,-4.398406877415255,-0.016217999160289764
29.085,0,0,,
29.286,0,0,,
29.486,0,0,,
29.687,0,0,,
29.887,0,0,,
30.088,0,0,-1.7517753993161023,0.4562757331877947
30.288,0,0,,
30.489,0,0,,
30.689,0,0,,
30.89,0,0,,
31.098,0,0,-0.8163739757146686,0.6233936948701739
31.292,0,0,,
31.492,0,0,,
31.693,0,0,,
31.893,0,0,,
32.096,0,0,-0.7374153204727918,0.6341542266309261
32.294,0,0,,
32.495,0,0,,
32.695,0,0,,
32.896,0,0,,
33.096,0,0,-0.6783739889506251,0.639365004375577
33.297,0,0,,
33.497,0,0,,
33.698,0,0,,
33.899,0,0,,
33.978,0,0,-0.8987581965047866,0.5936122657731175
34.1,0,0,,
34.3,0,0,,
34.502,0,0,,
34.701,0,0,,
34.902,0,0,,
34.982,0,0,-1.1409065190237015,0.5454824762418866
35.102,0,0,,
35.305,0,0,,
35.503,0,0,,
35.706,0,0,,
35.905,0,0,,
35.983,0,0,-1.0099355881102383,0.567750122398138
36.106,0,0,,
36.306,0,0,,
36.507,0,0,,
36.71,0,0,,
36.908,0,0,,
37.108,0,0,-1.1092409396078438,0.5484622428193688
37.309,0,0,,
37.509,0,0,,
37.71,0,0,,
37.91,0,0,,
38.111,0,0,-1.2474697064608335,0.5238022757694125
38.312,0,0,,
38.513,0,0,,
38.712,0,0,,
38.914,0,0,,
39.114,0,0,-1.0768310104031116,0.5530528789386153
39.315,0,0,,
39.515,0,0,,
39.717,0,0,,
39.918,0,0,,
39.984,0,0,-1.036313900258392,0.5611911285668612
40.117,0,0,,
40.317,0,0,,
40.518,0,0,,
40.718,0,0,,
40.919,0,0,,
40.978,0,0,-0.6312196112703532,0.6574289565905929
41.119,0,0,,
41.32,0,0,,
41.521,0,0,,
41.722,0,0,,
41.922,0,0,,
41.98,0,0,-0.20393184735439718,0.7590214740484953
42.123,0,0,,
42.323,0,0,,
42.524,0,0,,
42.724,0,0,,
42.925,0,0,,
42.985,0,0,-0.19265606626868248,0.7585015892982483
43.126,0,0,,
43.326,0,0,,
43.526,0,0,,
43.743,0,0,,
43.928,0,0,,
44.128,0,0,-0.19212170178070664,0.7610236136242747
44.329,0,0,,
44.53,0,0,,
44.73,0,0,,
44.931,0,0,,
45.131,0,0,-0.19800522434525192,0.7575086941942573
45.332,0,0,,
45.532,0,0,,
45.733,0,0,,
45.938,0,0,,
46.134,0,0,,
46.335,0,0,,
46.536,0,0,,
46.736,0,0,,
46.937,0,0,,
46.982,0,0,-0.20827417075634003,0.7585005052387714
47.137,0,0,,
47.343,0,0,,
47.538,0,0,,
47.739,0,0,,
47.939,0,0,,
47.984,0,0,-0.20895662950351834,0.7614617580547929
48.14,0,0,,
48.34,0,0,,
48.541,0,0,,
48.942,0,0,,
48.972,0,0,,
49.143,0,0,,
49.343,0,0,,
49.544,0,0,,
49.745,0,0,,
49.945,0,0,,
49.99,0,0,-0.21328955702483654,0.7657406991347671
50.18,0,0,,
50.36,0,0,,
50.551,0,0,,
50.747,0,0,,
50.948,0,0,,
51.148,0,0,-0.21159086702391505,0.7680512825027108
51.349,0,0,,
51.549,0,0,,
51.75,0,0,,
51.951,0,0,,
52.152,0,0,-0.20867535495199263,0.769922636449337
52.352,0,0,,
52.553,0,0,,
52.753,0,0,,
