timestamp,ext,canid,dlc,rtr,data
1688573470075,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573470076,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573470076,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573470205,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573470205,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573470231,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573470345,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573470346,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573470432,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573470485,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573470485,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573470625,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573470627,false,2,8,false,"[0,0,0,0,0,0,0,1]"

1688573470628,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573470635,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573470765,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573470766,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573470833,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573470905,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573470906,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573470909,false,10,8,false,"[0,0,0,0,0,0,0,0]"

1688573470910,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573470910,false,11,8,false,"[0,0,0,0,0,0,0,0]"

1688573471040,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573471050,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573471185,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573471186,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573471234,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573471325,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573471325,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573471434,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573471465,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573471466,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573471469,false,10,8,false,"[0,0,0,0,0,0,0,0]"

1688573471469,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573471469,false,11,8,false,"[0,0,0,0,0,0,0,0]"

1688573471606,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573471608,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573471636,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573471749,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573471749,false,2,8,false,"[0,0,0,0,0,0,0,1]"

1688573471750,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573471835,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573471892,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573471892,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472028,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573472028,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472029,false,10,8,false,"[0,0,0,0,0,0,0,0]"

1688573472029,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472053,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573472167,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472239,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573472305,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573472306,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472306,false,2,8,false,"[0,0,0,0,0,0,0,1]"

1688573472307,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472437,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573472445,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573472446,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472585,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573472586,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472638,false,259,8,false,"[0,0,0,0,0,0,0,3]"

1688573472725,false,1,8,false,"[96,234,0,0,0,0,0,0]"

1688573472727,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472728,false,2,8,false,"[128,0,0,0,0,0,0,1]"

1688573472729,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472729,false,10,8,false,"[0,0,0,0,0,0,0,0]"

1688573472730,false,4,8,false,"[0,16,0,0,0,0,0,0]"

1688573472731,false,11,8,false,"[0,0,0,0,0,0,0,0]"

