time, x_accel, y_accel, z_accel, speed, steer, roll, pitch, yaw, x_gps, y_gps, x_real, y_real, z_real
17.546000, 0.004903, -0.785596, 0.005876, 7.906686, 0.000182, -0.000059, 0.003462, -1.569021, -181.367828, 15.540612, -181.367828, 15.540612, 1.028851
17.579000, 0.005187, -0.788104, 0.005906, 7.932958, 0.000224, -0.000061, 0.003475, -1.569005, -181.367340, 15.276389, -181.367340, 15.276389, 1.028853
17.612000, 0.005491, -0.793030, 0.006115, 7.959392, 0.000213, -0.000061, 0.003489, -1.568988, -181.366806, 15.011285, -181.366806, 15.011285, 1.028855
17.645000, 0.005148, -0.793487, 0.006081, 7.985842, 0.000186, -0.000061, 0.003503, -1.568972, -181.366302, 14.745300, -181.366302, 14.745300, 1.028857
17.678000, 0.005037, -0.797626, 0.006118, 8.012431, 0.000171, -0.000060, 0.003517, -1.568958, -181.365799, 14.478430, -181.365799, 14.478430, 1.028858
17.711000, 0.005328, -0.802588, 0.006244, 8.039185, 0.000210, -0.000061, 0.003531, -1.568942, -181.365295, 14.210670, -181.365295, 14.210670, 1.028861
17.744000, 0.005232, -0.806634, 0.006454, 8.066072, 0.000202, -0.000061, 0.003546, -1.568926, -181.364777, 13.942013, -181.364777, 13.942013, 1.028862
17.777000, 0.005450, -0.809271, 0.006516, 8.093050, 0.000190, -0.000061, 0.003561, -1.568910, -181.364273, 13.672459, -181.364273, 13.672459, 1.028865
17.810000, 0.005115, -0.810425, 0.006400, 8.120065, 0.000182, -0.000061, 0.003575, -1.568895, -181.363739, 13.402003, -181.363739, 13.402003, 1.028867
17.843000, 0.005579, -0.811798, 0.006253, 8.147125, 0.000220, -0.000062, 0.003589, -1.568879, -181.363205, 13.130647, -181.363205, 13.130647, 1.028869
17.876000, 0.005738, -0.812402, 0.006131, 8.174207, 0.000209, -0.000063, 0.003602, -1.568862, -181.362625, 12.858388, -181.362625, 12.858388, 1.028871
17.909000, 0.005491, -0.814343, 0.005925, 8.201352, 0.000182, -0.000062, 0.003614, -1.568846, -181.362091, 12.585228, -181.362091, 12.585228, 1.028872
17.942000, 0.005837, -0.819855, 0.006083, 8.228683, 0.000223, -0.000063, 0.003627, -1.568829, -181.361542, 12.311155, -181.361542, 12.311155, 1.028874
17.975000, 0.005868, -0.821539, 0.006109, 8.256069, 0.000213, -0.000064, 0.003640, -1.568811, -181.360992, 12.036173, -181.360992, 12.036173, 1.028876
18.008000, 0.005978, -0.825403, 0.006233, 8.283582, 0.000204, -0.000065, 0.003653, -1.568794, -181.360428, 11.760273, -181.360428, 11.760273, 1.028878
18.041000, 0.005739, -0.825275, 0.006046, 8.311091, 0.000190, -0.000065, 0.003665, -1.568778, -181.359833, 11.483457, -181.359833, 11.483457, 1.028879
18.074000, 0.005955, -0.829834, 0.006173, 8.338754, 0.000219, -0.000066, 0.003677, -1.568761, -181.359253, 11.205720, -181.359253, 11.205720, 1.028881
18.107000, 0.005962, -0.834357, 0.006330, 8.366567, 0.000207, -0.000066, 0.003690, -1.568744, -181.358643, 10.927055, -181.358643, 10.927055, 1.028883
18.140000, 0.005908, -0.837817, 0.006454, 8.394495, 0.000186, -0.000066, 0.003704, -1.568727, -181.358063, 10.647461, -181.358063, 10.647461, 1.028885
18.173000, 0.006167, -0.840491, 0.006547, 8.422513, 0.000224, -0.000067, 0.003717, -1.568709, -181.357483, 10.366935, -181.357483, 10.366935, 1.028887
18.206000, 0.006351, -0.842157, 0.006515, 8.450585, 0.000219, -0.000068, 0.003731, -1.568691, -181.356857, 10.085472, -181.356857, 10.085472, 1.028888
18.239000, 0.006055, -0.845361, 0.006519, 8.478764, 0.000199, -0.000068, 0.003744, -1.568674, -181.356232, 9.803071, -181.356232, 9.803071, 1.028890
18.272000, 0.005960, -0.851440, 0.006747, 8.507148, 0.000181, -0.000068, 0.003758, -1.568658, -181.355606, 9.519725, -181.355606, 9.519725, 1.028892
18.305000, 0.006140, -0.851349, 0.006740, 8.535526, 0.000214, -0.000068, 0.003772, -1.568641, -181.354980, 9.235434, -181.354980, 9.235434, 1.028894
18.338000, 0.006246, -0.851825, 0.006551, 8.563922, 0.000202, -0.000069, 0.003785, -1.568624, -181.354324, 8.950195, -181.354324, 8.950195, 1.028896
18.371000, 0.005935, -0.857794, 0.006627, 8.592515, 0.000182, -0.000068, 0.003798, -1.568608, -181.353714, 8.664007, -181.353714, 8.664007, 1.028898
18.404000, 0.005893, -0.861584, 0.006818, 8.621236, 0.000177, -0.000068, 0.003811, -1.568593, -181.353043, 8.376861, -181.353043, 8.376861, 1.028900
18.437000, 0.006196, -0.860559, 0.006683, 8.649923, 0.000207, -0.000068, 0.003824, -1.568576, -181.352371, 8.088758, -181.352371, 8.088758, 1.028902
18.470000, 0.006093, -0.864056, 0.006595, 8.678726, 0.000189, -0.000068, 0.003837, -1.568560, -181.351715, 7.799698, -181.351715, 7.799698, 1.028904
18.503000, 0.006021, -0.868066, 0.006757, 8.707664, 0.000177, -0.000068, 0.003850, -1.568545, -181.351044, 7.509673, -181.351044, 7.509673, 1.028905
18.536000, 0.006241, -0.870593, 0.006726, 8.736683, 0.000211, -0.000069, 0.003863, -1.568528, -181.350388, 7.218682, -181.350388, 7.218682, 1.028907
18.569000, 0.006618, -0.872296, 0.006850, 8.765761, 0.000206, -0.000069, 0.003876, -1.568511, -181.349701, 6.926722, -181.349701, 6.926722, 1.028909
18.602000, 0.006342, -0.875720, 0.006697, 8.794952, 0.000191, -0.000069, 0.003889, -1.568494, -181.348999, 6.633790, -181.348999, 6.633790, 1.028911
18.635000, 0.005960, -0.882422, 0.007092, 8.824368, 0.000172, -0.000069, 0.003903, -1.568479, -181.348282, 6.339879, -181.348282, 6.339879, 1.028912
18.668000, 0.006450, -0.884271, 0.007156, 8.853845, 0.000203, -0.000069, 0.003917, -1.568463, -181.347580, 6.044985, -181.347580, 6.044985, 1.028915
18.701000, 0.006473, -0.888483, 0.007324, 8.883462, 0.000191, -0.000069, 0.003931, -1.568446, -181.346878, 5.749105, -181.346878, 5.749105, 1.028917
18.734000, 0.006218, -0.889563, 0.007322, 8.913115, 0.000181, -0.000069, 0.003945, -1.568431, -181.346161, 5.452237, -181.346161, 5.452237, 1.028919
18.767000, 0.006720, -0.893811, 0.007300, 8.942910, 0.000216, -0.000070, 0.003959, -1.568414, -181.345444, 5.154377, -181.345444, 5.154377, 1.028921
18.800000, 0.006787, -0.895788, 0.007334, 8.972770, 0.000207, -0.000071, 0.003973, -1.568396, -181.344696, 4.855522, -181.344696, 4.855522, 1.028923
18.833000, 0.006749, -0.893774, 0.007061, 9.002563, 0.000188, -0.000071, 0.003986, -1.568379, -181.343964, 4.555675, -181.343964, 4.555675, 1.028925
18.866000, 0.007127, -0.897272, 0.006937, 9.032475, 0.000223, -0.000072, 0.003999, -1.568361, -181.343201, 4.254832, -181.343201, 4.254832, 1.028926
18.899000, 0.007138, -0.901739, 0.006977, 9.062534, 0.000206, -0.000073, 0.004011, -1.568343, -181.342453, 3.952988, -181.342453, 3.952988, 1.028928
18.932000, 0.007125, -0.909228, 0.007419, 9.092841, 0.000195, -0.000074, 0.004025, -1.568325, -181.341690, 3.650136, -181.341690, 3.650136, 1.028930
18.965000, 0.006625, -0.911664, 0.007618, 9.123232, 0.000179, -0.000073, 0.004040, -1.568309, -181.340912, 3.346269, -181.340912, 3.346269, 1.028932
18.998000, 0.007116, -0.913019, 0.007551, 9.153666, 0.000212, -0.000074, 0.004054, -1.568291, -181.340134, 3.041390, -181.340134, 3.041390, 1.028934
19.031000, 0.007176, -0.917615, 0.007694, 9.184257, 0.000200, -0.000075, 0.004068, -1.568274, -181.339355, 2.735491, -181.339355, 2.735491, 1.028936
19.064000, 0.007049, -0.919464, 0.007728, 9.214907, 0.000187, -0.000075, 0.004082, -1.568256, -181.338577, 2.428572, -181.338577, 2.428572, 1.028938
19.097000, 0.007340, -0.924005, 0.007806, 9.245708, 0.000225, -0.000076, 0.004097, -1.568238, -181.337753, 2.120627, -181.337753, 2.120627, 1.028940
19.130000, 0.007516, -0.928033, 0.007916, 9.276643, 0.000206, -0.000077, 0.004112, -1.568220, -181.336929, 1.811652, -181.336929, 1.811652, 1.028942
19.163000, 0.007322, -0.929809, 0.007951, 9.307637, 0.000187, -0.000076, 0.004127, -1.568202, -181.336105, 1.501643, -181.336105, 1.501643, 1.028944
19.196000, 0.007484, -0.928308, 0.007705, 9.338583, 0.000217, -0.000077, 0.004140, -1.568184, -181.335281, 1.190604, -181.335281, 1.190604, 1.028946
19.229000, 0.007510, -0.931677, 0.007510, 9.369639, 0.000205, -0.000078, 0.004153, -1.568166, -181.334473, 0.878531, -181.334473, 0.878531, 1.028948
19.262000, 0.007580, -0.939166, 0.007801, 9.400946, 0.000199, -0.000078, 0.004167, -1.568148, -181.333603, 0.565416, -181.333603, 0.565416, 1.028950
19.295000, 0.007925, -0.941785, 0.008040, 9.432343, 0.000220, -0.000079, 0.004182, -1.568129, -181.332733, 0.251255, -181.332733, 0.251255, 1.028952
19.328000, 0.007661, -0.943359, 0.007939, 9.463788, 0.000202, -0.000080, 0.004196, -1.568111, -181.331863, -0.063954, -181.331863, -0.063954, 1.028954
19.361000, 0.007725, -0.948047, 0.008121, 9.495392, 0.000185, -0.000080, 0.004210, -1.568093, -181.331009, -0.380215, -181.331009, -0.380215, 1.028956
19.394000, 0.007118, -0.950207, 0.008124, 9.527066, 0.000173, -0.000079, 0.004225, -1.568077, -181.330154, -0.697531, -181.330154, -0.697531, 1.028958
19.427000, 0.007673, -0.954657, 0.008238, 9.558890, 0.000214, -0.000080, 0.004239, -1.568059, -181.329254, -1.015908, -181.329254, -1.015908, 1.028960
19.460000, 0.007629, -0.957458, 0.008347, 9.590807, 0.000196, -0.000080, 0.004254, -1.568042, -181.328354, -1.335347, -181.328354, -1.335347, 1.028962
19.493000, 0.007546, -0.959106, 0.008244, 9.622778, 0.000180, -0.000080, 0.004269, -1.568025, -181.327454, -1.655851, -181.327454, -1.655851, 1.028964
19.526000, 0.007841, -0.966467, 0.008511, 9.654995, 0.000212, -0.000080, 0.004284, -1.568007, -181.326538, -1.977428, -181.326538, -1.977428, 1.028967
19.559000, 0.007831, -0.969122, 0.008656, 9.687302, 0.000198, -0.000081, 0.004299, -1.567989, -181.325607, -2.300081, -181.325607, -2.300081, 1.028968
19.592000, 0.007681, -0.971594, 0.008766, 9.719690, 0.000180, -0.000080, 0.004315, -1.567972, -181.324661, -2.623813, -181.324661, -2.623813, 1.028970
19.625000, 0.007858, -0.973187, 0.008594, 9.752131, 0.000206, -0.000081, 0.004330, -1.567955, -181.323730, -2.948626, -181.323730, -2.948626, 1.028973
19.658000, 0.008063, -0.978094, 0.008680, 9.784735, 0.000196, -0.000081, 0.004345, -1.567937, -181.322784, -3.274524, -181.322784, -3.274524, 1.028975
19.691000, 0.007842, -0.980548, 0.008755, 9.817422, 0.000181, -0.000081, 0.004361, -1.567920, -181.321854, -3.601511, -181.321854, -3.601511, 1.028977
19.724000, 0.008184, -0.983423, 0.008727, 9.850203, 0.000219, -0.000082, 0.004376, -1.567901, -181.320877, -3.929591, -181.320877, -3.929591, 1.028979
19.757000, 0.008339, -0.982123, 0.008468, 9.882942, 0.000202, -0.000083, 0.004390, -1.567883, -181.319885, -4.258760, -181.319885, -4.258760, 1.028981
19.790000, 0.008156, -0.985931, 0.008335, 9.915810, 0.000181, -0.000083, 0.004403, -1.567865, -181.318909, -4.589024, -181.318909, -4.589024, 1.028983
19.823000, 0.008438, -0.991260, 0.008528, 9.948853, 0.000213, -0.000084, 0.004417, -1.567847, -181.317932, -4.920388, -181.317932, -4.920388, 1.028985
19.856000, 0.008310, -0.995691, 0.008718, 9.982042, 0.000204, -0.000084, 0.004431, -1.567829, -181.316910, -5.252858, -181.316910, -5.252858, 1.028987
19.889000, 0.008439, -1.002978, 0.009173, 10.015476, 0.000183, -0.000084, 0.004447, -1.567810, -181.315887, -5.586442, -181.315887, -5.586442, 1.028989
19.922000, 0.008520, -1.005817, 0.009469, 10.049008, 0.000209, -0.000085, 0.004464, -1.567792, -181.314880, -5.921143, -181.314880, -5.921143, 1.028991
19.955000, 0.008452, -1.007062, 0.009291, 10.082578, 0.000199, -0.000085, 0.004480, -1.567774, -181.313858, -6.256961, -181.313858, -6.256961, 1.028994
19.988000, 0.008573, -1.011236, 0.009414, 10.116286, 0.000186, -0.000085, 0.004496, -1.567756, -181.312790, -6.593903, -181.312790, -6.593903, 1.028996
20.021000, 0.008598, -1.013287, 0.009347, 10.150065, 0.000207, -0.000086, 0.004511, -1.567738, -181.311737, -6.931970, -181.311737, -6.931970, 1.028998
20.054000, 0.008647, -1.017169, 0.009360, 10.183972, 0.000192, -0.000086, 0.004527, -1.567720, -181.310684, -7.271165, -181.310684, -7.271165, 1.029000
20.087000, 0.008350, -1.021454, 0.009521, 10.218021, 0.000179, -0.000086, 0.004543, -1.567703, -181.309631, -7.611495, -181.309631, -7.611495, 1.029002
20.120000, 0.008912, -1.026086, 0.009648, 10.252228, 0.000212, -0.000087, 0.004559, -1.567684, -181.308548, -7.952964, -181.308548, -7.952964, 1.029005
20.153000, 0.008754, -1.027917, 0.009727, 10.286492, 0.000197, -0.000087, 0.004576, -1.567666, -181.307449, -8.295574, -181.307449, -8.295574, 1.029007
20.186000, 0.008722, -1.029309, 0.009508, 10.320806, 0.000179, -0.000087, 0.004591, -1.567648, -181.306366, -8.639327, -181.306366, -8.639327, 1.029009
20.219000, 0.008882, -1.033337, 0.009559, 10.355252, 0.000211, -0.000088, 0.004607, -1.567630, -181.305252, -8.984228, -181.305252, -8.984228, 1.029011
20.252000, 0.009120, -1.038061, 0.009687, 10.389857, 0.000196, -0.000088, 0.004622, -1.567612, -181.304123, -9.330280, -181.304123, -9.330280, 1.029014
20.285000, 0.008754, -1.039600, 0.009652, 10.424512, 0.000177, -0.000088, 0.004638, -1.567594, -181.302979, -9.677487, -181.302979, -9.677487, 1.029016
20.318000, 0.008887, -1.046448, 0.009941, 10.459394, 0.000201, -0.000088, 0.004654, -1.567577, -181.301849, -10.025856, -181.301849, -10.025856, 1.029018
20.351000, 0.008878, -1.049744, 0.010028, 10.494389, 0.000190, -0.000089, 0.004670, -1.567559, -181.300720, -10.375392, -181.300720, -10.375392, 1.029020
20.384000, 0.008972, -1.049853, 0.009949, 10.529386, 0.000180, -0.000088, 0.004686, -1.567541, -181.299561, -10.726092, -181.299561, -10.726092, 1.029022
20.417000, 0.009116, -1.053735, 0.009888, 10.564510, 0.000209, -0.000089, 0.004702, -1.567524, -181.298401, -11.077963, -181.298401, -11.077963, 1.029025
20.450000, 0.009457, -1.059558, 0.010100, 10.599833, 0.000197, -0.000090, 0.004718, -1.567505, -181.297195, -11.431009, -181.297195, -11.431009, 1.029027
20.483000, 0.008908, -1.059741, 0.010020, 10.635159, 0.000174, -0.000089, 0.004734, -1.567488, -181.296036, -11.785233, -181.296036, -11.785233, 1.029029
20.516000, 0.009481, -1.066370, 0.010200, 10.670706, 0.000211, -0.000091, 0.004750, -1.567469, -181.294815, -12.140639, -181.294815, -12.140639, 1.029031
20.549000, 0.009616, -1.071826, 0.010490, 10.706436, 0.000191, -0.000091, 0.004767, -1.567450, -181.293610, -12.497236, -181.293610, -12.497236, 1.029034
20.582000, 0.009223, -1.074316, 0.010615, 10.742249, 0.000176, -0.000091, 0.004784, -1.567433, -181.292404, -12.855026, -181.292404, -12.855026, 1.029036
20.615000, 0.009487, -1.078528, 0.010671, 10.778202, 0.000209, -0.000092, 0.004801, -1.567415, -181.291183, -13.214015, -181.291183, -13.214015, 1.029039
20.648000, 0.009709, -1.081055, 0.010759, 10.814240, 0.000198, -0.000092, 0.004818, -1.567396, -181.289932, -13.574203, -181.289932, -13.574203, 1.029041
20.681000, 0.010296, -1.082300, 0.010570, 10.850320, 0.000221, -0.000094, 0.004834, -1.567376, -181.288666, -13.935592, -181.288666, -13.935592, 1.029043
20.714000, 0.009916, -1.089185, 0.010755, 10.886625, 0.000203, -0.000095, 0.004851, -1.567357, -181.287415, -14.298192, -181.287415, -14.298192, 1.029046
20.747000, 0.010239, -1.091308, 0.010802, 10.923006, 0.000190, -0.000095, 0.004868, -1.567337, -181.286148, -14.662003, -181.286148, -14.662003, 1.029048
20.780000, 0.010270, -1.093579, 0.010772, 10.959460, 0.000218, -0.000096, 0.004885, -1.567317, -181.284866, -15.027027, -181.284866, -15.027027, 1.029050
20.813000, 0.010435, -1.094824, 0.010578, 10.995956, 0.000204, -0.000097, 0.004900, -1.567297, -181.283569, -15.393268, -181.283569, -15.393268, 1.029052
20.846000, 0.010245, -1.101050, 0.010643, 11.032660, 0.000187, -0.000097, 0.004916, -1.567278, -181.282257, -15.760729, -181.282257, -15.760729, 1.029055
20.879000, 0.010253, -1.108264, 0.011150, 11.069606, 0.000213, -0.000098, 0.004933, -1.567259, -181.280930, -16.129421, -181.280930, -16.129421, 1.029057
20.912000, 0.010724, -1.111377, 0.011401, 11.106654, 0.000196, -0.000099, 0.004951, -1.567238, -181.279602, -16.499350, -181.279602, -16.499350, 1.029060
20.945000, 0.009992, -1.111157, 0.011121, 11.143696, 0.000179, -0.000099, 0.004968, -1.567220, -181.278275, -16.870510, -181.278275, -16.870510, 1.029062
20.978000, 0.010405, -1.114966, 0.011097, 11.180862, 0.000211, -0.000099, 0.004985, -1.567201, -181.276917, -17.242910, -181.276917, -17.242910, 1.029064
21.011000, 0.010534, -1.122144, 0.011451, 11.218270, 0.000194, -0.000100, 0.005002, -1.567182, -181.275543, -17.616554, -181.275543, -17.616554, 1.029067
21.044000, 0.010709, -1.124963, 0.011465, 11.255774, 0.000217, -0.000101, 0.005019, -1.567162, -181.274155, -17.991449, -181.274155, -17.991449, 1.029069
21.077000, 0.010758, -1.126575, 0.011390, 11.293326, 0.000199, -0.000102, 0.005036, -1.567142, -181.272766, -18.367594, -181.272766, -18.367594, 1.029071
21.110000, 0.010683, -1.132654, 0.011621, 11.331083, 0.000183, -0.000101, 0.005054, -1.567123, -181.271362, -18.744995, -181.271362, -18.744995, 1.029074
21.143000, 0.010896, -1.139795, 0.012022, 11.369081, 0.000208, -0.000102, 0.005072, -1.567104, -181.269958, -19.123665, -181.269958, -19.123665, 1.029077
21.176000, 0.010751, -1.143750, 0.012247, 11.407207, 0.000195, -0.000102, 0.005091, -1.567084, -181.268524, -19.503601, -181.268524, -19.503601, 1.029079
21.209000, 0.010551, -1.144116, 0.012169, 11.445348, 0.000176, -0.000102, 0.005109, -1.567066, -181.267090, -19.884809, -181.267090, -19.884809, 1.029082
21.242000, 0.010877, -1.148804, 0.012112, 11.483644, 0.000204, -0.000102, 0.005127, -1.567047, -181.265640, -20.267294, -181.265640, -20.267294, 1.029084
21.275000, 0.010767, -1.157043, 0.012526, 11.522214, 0.000188, -0.000103, 0.005147, -1.567028, -181.264175, -20.651058, -181.264175, -20.651058, 1.029087
21.308000, 0.011016, -1.162317, 0.012845, 11.560962, 0.000212, -0.000103, 0.005166, -1.567009, -181.262695, -21.036118, -181.262695, -21.036118, 1.029090
21.341000, 0.011311, -1.168176, 0.013212, 11.599903, 0.000196, -0.000104, 0.005187, -1.566989, -181.261200, -21.422472, -181.261200, -21.422472, 1.029093
21.374000, 0.010720, -1.170264, 0.013230, 11.638914, 0.000177, -0.000103, 0.005207, -1.566971, -181.259720, -21.810127, -181.259720, -21.810127, 1.029095
21.407000, 0.011036, -1.176343, 0.013351, 11.678127, 0.000207, -0.000104, 0.005228, -1.566953, -181.258194, -22.199087, -181.258194, -22.199087, 1.029098
21.440000, 0.011308, -1.181213, 0.013551, 11.717505, 0.000189, -0.000104, 0.005249, -1.566934, -181.256668, -22.589357, -181.256668, -22.589357, 1.029101
21.473000, 0.010740, -1.185608, 0.013624, 11.757029, 0.000171, -0.000104, 0.005270, -1.566916, -181.255127, -22.980947, -181.255127, -22.980947, 1.029104
21.506000, 0.011318, -1.187915, 0.013644, 11.796631, 0.000198, -0.000104, 0.005291, -1.566897, -181.253586, -23.373854, -181.253586, -23.373854, 1.029107
21.539000, 0.010973, -1.191101, 0.013414, 11.836335, 0.000184, -0.000104, 0.005311, -1.566879, -181.252029, -23.768084, -181.252029, -23.768084, 1.029110
21.572000, 0.011506, -1.196997, 0.013578, 11.876238, 0.000211, -0.000105, 0.005331, -1.566860, -181.250458, -24.163643, -181.250458, -24.163643, 1.029113
21.605000, 0.011623, -1.198791, 0.013423, 11.916201, 0.000197, -0.000105, 0.005351, -1.566841, -181.248886, -24.560530, -181.248886, -24.560530, 1.029115
21.638000, 0.011605, -1.204248, 0.013499, 11.956347, 0.000183, -0.000105, 0.005370, -1.566822, -181.247284, -24.958757, -181.247284, -24.958757, 1.029118
21.671000, 0.011691, -1.208935, 0.013658, 11.996647, 0.000209, -0.000107, 0.005390, -1.566803, -181.245682, -25.358328, -181.245682, -25.358328, 1.029121
21.704000, 0.011989, -1.212598, 0.013726, 12.037070, 0.000196, -0.000107, 0.005410, -1.566783, -181.244034, -25.759245, -181.244034, -25.759245, 1.029124
21.737000, 0.012243, -1.215381, 0.013573, 12.077586, 0.000214, -0.000108, 0.005430, -1.566762, -181.242401, -26.161509, -181.242401, -26.161509, 1.029126
21.770000, 0.012284, -1.218750, 0.013552, 12.118214, 0.000200, -0.000109, 0.005449, -1.566742, -181.240753, -26.565128, -181.240753, -26.565128, 1.029129
21.803000, 0.012073, -1.224316, 0.013716, 12.159027, 0.000184, -0.000109, 0.005468, -1.566723, -181.239090, -26.970104, -181.239090, -26.970104, 1.029132
21.836000, 0.012238, -1.226184, 0.013643, 12.199903, 0.000210, -0.000110, 0.005487, -1.566703, -181.237411, -27.376444, -181.237411, -27.376444, 1.029134
21.869000, 0.012484, -1.231677, 0.013719, 12.240963, 0.000195, -0.000111, 0.005506, -1.566683, -181.235718, -27.784149, -181.235718, -27.784149, 1.029137
21.902000, 0.012707, -1.236438, 0.013924, 12.282181, 0.000218, -0.000112, 0.005525, -1.566662, -181.234024, -28.193230, -181.234024, -28.193230, 1.029140
21.935000, 0.012819, -1.240430, 0.013993, 12.323530, 0.000205, -0.000113, 0.005545, -1.566641, -181.232300, -28.603683, -181.232300, -28.603683, 1.029142
21.968000, 0.012682, -1.242773, 0.014011, 12.364961, 0.000187, -0.000113, 0.005564, -1.566621, -181.230576, -29.015522, -181.230576, -29.015522, 1.029145
22.001000, 0.012703, -1.246472, 0.013902, 12.406513, 0.000214, -0.000115, 0.005582, -1.566601, -181.228821, -29.428741, -181.228821, -29.428741, 1.029148
22.034000, 0.013023, -1.252405, 0.014159, 12.448265, 0.000196, -0.000115, 0.005602, -1.566580, -181.227066, -29.843353, -181.227066, -29.843353, 1.029150
22.067000, 0.013261, -1.254126, 0.014128, 12.490071, 0.000220, -0.000116, 0.005621, -1.566559, -181.225266, -30.259356, -181.225266, -30.259356, 1.029153
22.100000, 0.013158, -1.259509, 0.014116, 12.532058, 0.000199, -0.000117, 0.005639, -1.566538, -181.223465, -30.676758, -181.223465, -30.676758, 1.029155
22.133000, 0.013433, -1.264050, 0.014459, 12.574195, 0.000218, -0.000118, 0.005659, -1.566516, -181.221680, -31.095558, -181.221680, -31.095558, 1.029158
22.166000, 0.013686, -1.268335, 0.014532, 12.616479, 0.000207, -0.000119, 0.005678, -1.566495, -181.219864, -31.515774, -181.219864, -31.515774, 1.029161
22.199000, 0.013376, -1.273059, 0.014654, 12.658917, 0.000190, -0.000119, 0.005698, -1.566474, -181.218018, -31.937399, -181.218018, -31.937399, 1.029164
22.232000, 0.013456, -1.279138, 0.014965, 12.701560, 0.000211, -0.000120, 0.005718, -1.566453, -181.216171, -32.360447, -181.216171, -32.360447, 1.029166
22.265000, 0.013499, -1.282104, 0.015079, 12.744299, 0.000195, -0.000121, 0.005738, -1.566432, -181.214294, -32.784920, -181.214294, -32.784920, 1.029169
22.298000, 0.013545, -1.285510, 0.015014, 12.787154, 0.000214, -0.000122, 0.005758, -1.566412, -181.212418, -33.210815, -181.212418, -33.210815, 1.029172
22.331000, 0.013653, -1.287744, 0.014941, 12.830083, 0.000199, -0.000123, 0.005778, -1.566391, -181.210526, -33.638145, -181.210526, -33.638145, 1.029175
22.364000, 0.013466, -1.295837, 0.015222, 12.873280, 0.000182, -0.000123, 0.005798, -1.566371, -181.208603, -34.066910, -181.208603, -34.066910, 1.029178
22.397000, 0.013424, -1.300525, 0.015439, 12.916635, 0.000205, -0.000123, 0.005818, -1.566351, -181.206696, -34.497120, -181.206696, -34.497120, 1.029180
22.430000, 0.013695, -1.303052, 0.015554, 12.960073, 0.000193, -0.000123, 0.005839, -1.566331, -181.204727, -34.928780, -181.204727, -34.928780, 1.029184
22.463000, 0.013941, -1.304663, 0.015291, 13.003567, 0.000212, -0.000124, 0.005858, -1.566310, -181.202774, -35.361885, -181.202774, -35.361885, 1.029186
22.496000, 0.013956, -1.311474, 0.015476, 13.047285, 0.000196, -0.000124, 0.005878, -1.566289, -181.200821, -35.796448, -181.200821, -35.796448, 1.029189
22.529000, 0.013769, -1.314953, 0.015596, 13.091124, 0.000182, -0.000124, 0.005898, -1.566269, -181.198822, -36.232471, -181.198822, -36.232471, 1.029191
22.562000, 0.013687, -1.316418, 0.015281, 13.135006, 0.000208, -0.000125, 0.005917, -1.566250, -181.196838, -36.669956, -181.196838, -36.669956, 1.029194
22.595000, 0.013953, -1.321985, 0.015505, 13.179077, 0.000196, -0.000125, 0.005937, -1.566230, -181.194824, -37.108906, -181.194824, -37.108906, 1.029197
22.628000, 0.014534, -1.328943, 0.015882, 13.223377, 0.000223, -0.000126, 0.005957, -1.566208, -181.192764, -37.549332, -181.192764, -37.549332, 1.029200
22.661000, 0.014659, -1.333264, 0.016056, 13.267826, 0.000201, -0.000127, 0.005977, -1.566187, -181.190735, -37.991241, -181.190735, -37.991241, 1.029202
22.694000, 0.014211, -1.337549, 0.016184, 13.312413, 0.000186, -0.000127, 0.005998, -1.566167, -181.188675, -38.434635, -181.188675, -38.434635, 1.029205
22.727000, 0.014806, -1.340625, 0.016353, 13.357108, 0.000215, -0.000127, 0.006018, -1.566145, -181.186600, -38.879517, -181.186600, -38.879517, 1.029208
22.760000, 0.014818, -1.346338, 0.016347, 13.401989, 0.000199, -0.000128, 0.006039, -1.566124, -181.184494, -39.325893, -181.184494, -39.325893, 1.029211
22.793000, 0.014841, -1.349341, 0.016517, 13.446970, 0.000223, -0.000129, 0.006060, -1.566103, -181.182358, -39.773769, -181.182358, -39.773769, 1.029214
22.826000, 0.015525, -1.354285, 0.016507, 13.492119, 0.000202, -0.000130, 0.006080, -1.566080, -181.180237, -40.223148, -181.180237, -40.223148, 1.029217
22.859000, 0.015368, -1.359485, 0.016739, 13.537438, 0.000226, -0.000132, 0.006101, -1.566058, -181.178085, -40.674034, -181.178085, -40.674034, 1.029220
22.892000, 0.015833, -1.362817, 0.016719, 13.582872, 0.000209, -0.000133, 0.006122, -1.566035, -181.175934, -41.126434, -181.175934, -41.126434, 1.029222
22.925000, 0.015427, -1.366845, 0.016848, 13.628437, 0.000193, -0.000133, 0.006142, -1.566013, -181.173752, -41.580357, -181.173752, -41.580357, 1.029225
22.958000, 0.015567, -1.373218, 0.017042, 13.674216, 0.000218, -0.000134, 0.006163, -1.565991, -181.171539, -42.035801, -181.171539, -42.035801, 1.029228
22.991000, 0.015515, -1.375561, 0.017065, 13.720072, 0.000198, -0.000135, 0.006184, -1.565970, -181.169312, -42.492771, -181.169312, -42.492771, 1.029231
23.024000, 0.016241, -1.380945, 0.017206, 13.766109, 0.000219, -0.000136, 0.006205, -1.565946, -181.167084, -42.951279, -181.167084, -42.951279, 1.029234
23.057000, 0.015441, -1.385998, 0.017344, 13.812310, 0.000202, -0.000137, 0.006226, -1.565926, -181.164841, -43.411316, -181.164841, -43.411316, 1.029237
