KON,-12.1353756,-77.02119422

KON,-12.13537405,-77.02118465

KON,-12.13537315,-77.02117512

KON,-12.13537312,-77.02116647

KON,-12.1353724,-77.02115697

KON,-12.13537102,-77.02114788

KON,-12.13536922,-77.02113955

KON,-12.13536738,-77.02113087

KON,-12.13536478,-77.02112247

KON,-12.13536237,-77.02111443

KON,-12.1353595,-77.02110612

KON,-12.13535672,-77.02109832

KON,-12.13535405,-77.02108967

KON,-12.13535262,-77.0210812

KON,-12.13535217,-77.02107332

KON,-12.1353526,-77.02106633

KON,-12.13535383,-77.0210601

KON,-12.13535575,-77.02105308

KON,-12.13535717,-77.02104817

KON,-12.1353586,-77.02104298

KON,-12.13536143,-77.02103613

KON,-12.1353647,-77.02102998

KON,-12.13536915,-77.02102473

KON,-12.13537415,-77.02102047

KON,-12.13537938,-77.02101608

KON,-12.13538553,-77.02101125

KON,-12.1353923,-77.02100643

KON,-12.13539935,-77.02100245

KON,-12.13540622,-77.0209989

KON,-12.13541413,-77.02099573

KON,-12.13542288,-77.02099268

KON,-12.13543103,-77.02099042

KON,-12.13543843,-77.02098868

KON,-12.13544535,-77.02098708

KON,-12.13544732,-77.02098633

KON,-12.13544952,-77.02098308

KON,-12.13545543,-77.02098087

KON,-12.13546125,-77.02097687

KON,-12.13546843,-77.02097265

KON,-12.13547672,-77.02096855

KON,-12.13548625,-77.02096485

KON,-12.13549618,-77.02096155

KON,-12.1355058,-77.02095822

KON,-12.13551522,-77.02095622

KON,-12.13552558,-77.02095487

KON,-12.1355349,-77.0209517

KON,-12.13554162,-77.0209467

KON,-12.13554742,-77.02093963

KON,-12.13555283,-77.0209331

KON,-12.13555885,-77.02092682

KON,-12.13556645,-77.02092088

KON,-12.13557522,-77.02091635

KON,-12.1355841,-77.02091275

KON,-12.13559195,-77.02090965

KON,-12.13559922,-77.02090578

KON,-12.13560635,-77.02090083

KON,-12.135612,-77.02089488

KON,-12.13561875,-77.02088962

KON,-12.13562708,-77.02088537

KON,-12.13563632,-77.0208837

KON,-12.13564523,-77.02088363

KON,-12.13565243,-77.0208842

KON,-12.1356594,-77.02088487

KON,-12.13566523,-77.02088563

KON,-12.13566857,-77.02088703

KON,-12.13567312,-77.0208872

KON,-12.13567972,-77.02088683

KON,-12.13568768,-77.02088613

KON,-12.13569567,-77.02088377

KON,-12.13570437,-77.02088102

KON,-12.13571557,-77.02087755

KON,-12.13572845,-77.02087462

KON,-12.13574072,-77.02087303

KON,-12.13575243,-77.0208719

KON,-12.13576293,-77.0208711

KON,-12.1357734,-77.0208694

KON,-12.13578457,-77.0208674

KON,-12.13579508,-77.02086473

KON,-12.13580518,-77.02086203

KON,-12.13581505,-77.02085895

KON,-12.1358255,-77.02085595

KON,-12.13583592,-77.02085337

KON,-12.13584523,-77.02085007

KON,-12.13585303,-77.02084643

KON,-12.1358584,-77.0208424

KON,-12.13586393,-77.02083637

KON,-12.13587002,-77.0208294

KON,-12.1358759,-77.02082233

KON,-12.1358826,-77.02081593

KON,-12.13588852,-77.0208105

KON,-12.13589573,-77.02080492

KON,-12.13590332,-77.0208

KON,-12.13590858,-77.02079532

KON,-12.13591297,-77.02079127

KON,-12.13591883,-77.02078825

KON,-12.13592923,-77.02078435

KON,-12.135942,-77.0207806

KON,-12.13595475,-77.02077822

KON,-12.13596817,-77.02077573

KON,-12.13598307,-77.02077275

KON,-12.13599765,-77.0207702

KON,-12.13601162,-77.02076828

KON,-12.13602512,-77.02076568

KON,-12.13603853,-77.02076087

KON,-12.13605135,-77.0207546

KON,-12.13606368,-77.02074955

KON,-12.13607555,-77.02074648

KON,-12.13608752,-77.02074463

KON,-12.1360998,-77.02074267

KON,-12.13611213,-77.0207399

KON,-12.13612418,-77.02073683

KON,-12.13613652,-77.02073343

KON,-12.13614902,-77.02072953

KON,-12.13615978,-77.02072557

KON,-12.13616898,-77.02072138

KON,-12.13617918,-77.02071735

KON,-12.13619033,-77.02071312

KON,-12.13620178,-77.02070927

KON,-12.136213,-77.02070557

KON,-12.13622295,-77.02070278

KON,-12.13623293,-77.02070152

KON,-12.13624297,-77.0206989

KON,-12.13625238,-77.02069478

KON,-12.13626128,-77.02068947

KON,-12.13627178,-77.02068287

KON,-12.1362816,-77.02067782

KON,-12.13628915,-77.0206744

KON,-12.13629625,-77.02067128

KON,-12.13630552,-77.02066648

KON,-12.13631385,-77.02066127

KON,-12.13632297,-77.0206585

KON,-12.13633355,-77.02065703

KON,-12.13634413,-77.0206575

KON,-12.13635467,-77.02065787

KON,-12.13636785,-77.0206612

KON,-12.13638058,-77.02066463

KON,-12.1363912,-77.02066768

KON,-12.13640423,-77.02067063

KON,-12.13641792,-77.0206756

KON,-12.13643018,-77.0206815

KON,-12.13644118,-77.02068902

KON,-12.1364507,-77.020697

KON,-12.13645895,-77.02070617

KON,-12.13646478,-77.02071443

KON,-12.13646765,-77.02071883

KON,-12.13646878,-77.0207205

KON,-12.13646975,-77.02072305

KON,-12.1364726,-77.02072685

KON,-12.13647527,-77.02072975

KON,-12.13647872,-77.02073313

KON,-12.13648332,-77.02073897

KON,-12.13648895,-77.0207473

KON,-12.13649512,-77.02075698

KON,-12.1365008,-77.02076687

KON,-12.1365066,-77.02077793

KON,-12.1365118,-77.02078875

KON,-12.13651758,-77.02079952

KON,-12.13652358,-77.02080993

KON,-12.1365282,-77.02081852

KON,-12.13653315,-77.02082743

KON,-12.1365382,-77.02083712

KON,-12.13654103,-77.02084412

KON,-12.13654272,-77.0208497

KON,-12.13654435,-77.02085578

KON,-12.1365476,-77.02086177

KON,-12.13655433,-77.02086753

KON,-12.13656203,-77.02087365

KON,-12.13656958,-77.02087933

KON,-12.13657705,-77.0208863

KON,-12.13658508,-77.02089548

KON,-12.13658997,-77.02090023

KON,-12.13659372,-77.02090445

KON,-12.13659893,-77.02091233

KON,-12.13660317,-77.02092122

KON,-12.13660742,-77.02092923

KON,-12.13661213,-77.02093938

KON,-12.13661715,-77.02094952

KON,-12.13662133,-77.02095887

KON,-12.13662547,-77.02096958

KON,-12.13662975,-77.02097978

KON,-12.13663367,-77.02098925

KON,-12.13663775,-77.02099858

KON,-12.13664118,-77.02100887

KON,-12.13664378,-77.02101947

KON,-12.13664665,-77.02102922

KON,-12.13664962,-77.02103847

KON,-12.13665158,-77.02104435

KON,-12.13665277,-77.02104923

KON,-12.13665513,-77.02105782

KON,-12.13665952,-77.02106723

KON,-12.13666508,-77.02107423

KON,-12.1366699,-77.02108112

KON,-12.13667407,-77.02108963

KON,-12.13667773,-77.02109858

KON,-12.1366812,-77.0211091

KON,-12.13668478,-77.02111883

KON,-12.13668903,-77.02112675

KON,-12.13669368,-77.021135

KON,-12.13669747,-77.02114322

KON,-12.1367005,-77.02115183

KON,-12.13670187,-77.02116142

KON,-12.13670318,-77.02117267

KON,-12.13670518,-77.02118308

KON,-12.13670722,-77.02119408

KON,-12.13670943,-77.02120538

KON,-12.13671113,-77.02121608

KON,-12.1367142,-77.02122632

KON,-12.13671693,-77.0212359

KON,-12.13671987,-77.02124473

KON,-12.13672337,-77.02125412

KON,-12.13672765,-77.0212647

KON,-12.13673292,-77.0212751

KON,-12.13673837,-77.0212864

KON,-12.13674368,-77.02129787

KON,-12.13674702,-77.02130875

KON,-12.13674907,-77.02132123

KON,-12.13675015,-77.0213333

KON,-12.13675105,-77.02134373

KON,-12.1367519,-77.02135322

KON,-12.13675422,-77.02136318

KON,-12.1367566,-77.02137442

KON,-12.13675912,-77.02138473

KON,-12.13676122,-77.02139377

KON,-12.13676352,-77.02140247

KON,-12.13676615,-77.02141018

KON,-12.13676868,-77.02141787

KON,-12.1367704,-77.02142373

KON,-12.13677277,-77.02143243

KON,-12.13677587,-77.0214442

KON,-12.13677753,-77.02145808

KON,-12.13677788,-77.02146965

KON,-12.13677955,-77.02148023

KON,-12.13678272,-77.02149078

KON,-12.13678513,-77.02150125

KON,-12.13678615,-77.02151192

KON,-12.13678633,-77.02151862

KON,-12.13678663,-77.02152158

KON,-12.13678688,-77.02152728

KON,-12.13678962,-77.02153617

KON,-12.13679398,-77.0215464

KON,-12.13680023,-77.02155938

KON,-12.13680585,-77.02157365

KON,-12.13680752,-77.02158912

KON,-12.1368063,-77.02160127

KON,-12.13680443,-77.02161478

KON,-12.13680375,-77.02162607

KON,-12.13680362,-77.0216369

KON,-12.13680342,-77.02164718

KON,-12.13680272,-77.02165532

KON,-12.13680208,-77.02166093

KON,-12.13680152,-77.02166508

KON,-12.13679855,-77.0216701

KON,-12.13679647,-77.02167267

KON,-12.1367966,-77.02167418

KON,-12.13679625,-77.02167572

KON,-12.1367961,-77.02167773

KON,-12.13679702,-77.02167912

KON,-12.13679748,-77.02168005

KON,-12.13679728,-77.02168092

KON,-12.13679672,-77.02168207

KON,-12.13679712,-77.02168493

KON,-12.13679808,-77.0216891

KON,-12.13679855,-77.02169203

KON,-12.13679938,-77.0216959

KON,-12.13680142,-77.02170277

KON,-12.13680532,-77.02171077

KON,-12.136809,-77.02171997

KON,-12.13681187,-77.02172697

KON,-12.1368155,-77.02173348

KON,-12.13681988,-77.02174148

KON,-12.13682503,-77.02174988

KON,-12.136832,-77.0217554

KON,-12.13683983,-77.02175832

KON,-12.1368461,-77.02176135

KON,-12.13685125,-77.02176975

KON,-12.13685545,-77.02178075

KON,-12.13685808,-77.02178772

KON,-12.13685977,-77.02179305

KON,-12.13686035,-77.02180092

KON,-12.13686008,-77.02181058

KON,-12.1368622,-77.02181873

KON,-12.13686567,-77.02182277

KON,-12.13686905,-77.0218257

KON,-12.13687273,-77.02182903

KON,-12.13687875,-77.02183555

KON,-12.1368852,-77.02184392

KON,-12.13688973,-77.0218519

KON,-12.13689232,-77.0218604

KON,-12.1368938,-77.02186805

KON,-12.1368958,-77.02187477

KON,-12.13689912,-77.02188403

KON,-12.13689927,-77.02189655

KON,-12.13689617,-77.02190822

KON,-12.13689118,-77.02191855

KON,-12.13688443,-77.02192732

KON,-12.1368776,-77.02193463

KON,-12.13687288,-77.0219397

KON,-12.13687038,-77.0219439

KON,-12.13686668,-77.02194693

KON,-12.13686532,-77.02194747

KON,-12.13686513,-77.02194512

KON,-12.13686267,-77.02194623

KON,-12.13686142,-77.0219469

KON,-12.13686048,-77.02195008

KON,-12.13686205,-77.02195285

KON,-12.13686075,-77.02195793

KON,-12.1368579,-77.02196115

KON,-12.13685323,-77.02196093

KON,-12.13684977,-77.02196008

KON,-12.13684228,-77.02195873

KON,-12.13682962,-77.02195732

KON,-12.13681675,-77.02195627

KON,-12.13680465,-77.02195453

KON,-12.13679767,-77.02195357

KON,-12.13679257,-77.02195195

KON,-12.13678852,-77.02195148

KON,-12.13678075,-77.02194478

KON,-12.13676795,-77.02194002

KON,-12.13675458,-77.02193947

KON,-12.13674612,-77.02194433

KON,-12.13673935,-77.02195322

KON,-12.13673398,-77.02196425

KON,-12.13672627,-77.02197445

KON,-12.13671845,-77.02198227

KON,-12.1367096,-77.02198888

KON,-12.13669942,-77.02199182

KON,-12.1366895,-77.0219924

KON,-12.13667955,-77.0219909

KON,-12.13666702,-77.02198938

KON,-12.1366562,-77.02199085

KON,-12.13664765,-77.02199133

KON,-12.13663598,-77.02199145

KON,-12.13662745,-77.02199037

KON,-12.13662265,-77.02198847

KON,-12.13661395,-77.02198928

KON,-12.13660472,-77.02198953

KON,-12.13659798,-77.02198838

KON,-12.13658822,-77.0219864

KON,-12.13657637,-77.02198338

KON,-12.13656355,-77.02198062

KON,-12.13655182,-77.0219783

KON,-12.13654098,-77.02197727

KON,-12.13652783,-77.02197662

KON,-12.13651715,-77.0219753

KON,-12.13650612,-77.02197353

KON,-12.13649265,-77.0219711

KON,-12.13647927,-77.02196835

KON,-12.13647263,-77.02196637

KON,-12.1364675,-77.02196285

KON,-12.13645992,-77.02195583

KON,-12.13645082,-77.0219487

KON,-12.13644,-77.02194353

KON,-12.13643185,-77.02194112

KON,-12.13642432,-77.02193903

KON,-12.13641978,-77.02193743

KON,-12.1364174,-77.02193517

KON,-12.13641287,-77.02192813

KON,-12.13640717,-77.02192113

KON,-12.13639958,-77.02191407

KON,-12.13639015,-77.02190805

KON,-12.13638462,-77.02190588

KON,-12.13637805,-77.02190222

KON,-12.13636722,-77.0218986

KON,-12.13635882,-77.02189682

KON,-12.13634948,-77.02189667

KON,-12.13634147,-77.02189693

KON,-12.13633243,-77.02189627

KON,-12.13632012,-77.02189407

KON,-12.13630673,-77.02189318

KON,-12.13629342,-77.02189365

KON,-12.13627973,-77.02189348

KON,-12.13626623,-77.02189407

KON,-12.13625658,-77.02189357

KON,-12.13624967,-77.02189497

KON,-12.13624365,-77.02189625

KON,-12.13623717,-77.02190013

KON,-12.13622515,-77.02190423

KON,-12.13621072,-77.02190748

KON,-12.13620173,-77.02191018

KON,-12.13619278,-77.021912

KON,-12.1361836,-77.02191353

KON,-12.13617353,-77.0219146

KON,-12.13616358,-77.02191682

KON,-12.13615717,-77.0219212

KON,-12.1361474,-77.02192445

KON,-12.13613742,-77.02192675

KON,-12.1361296,-77.02192857

KON,-12.13612082,-77.02193065

KON,-12.13611132,-77.02193267

KON,-12.13610233,-77.02193322

KON,-12.13609243,-77.02193317

KON,-12.13608162,-77.02193298

KON,-12.1360698,-77.02193573

KON,-12.1360576,-77.02194047

KON,-12.13604685,-77.02194447

KON,-12.13603562,-77.02194623

KON,-12.13602767,-77.02194455

KON,-12.13602375,-77.02194018

KON,-12.13601872,-77.02193422

KON,-12.13600565,-77.02193395

KON,-12.13599073,-77.02193942

KON,-12.13597907,-77.02194787

KON,-12.1359654,-77.02195635

KON,-12.13595342,-77.02196227

KON,-12.13594173,-77.02196518

KON,-12.13593002,-77.02196747

KON,-12.1359214,-77.02196848

KON,-12.13591322,-77.02197088

KON,-12.1358993,-77.02197813

KON,-12.13588462,-77.02198485

KON,-12.1358721,-77.02199002

KON,-12.13586077,-77.02199518

KON,-12.13585038,-77.02199897

KON,-12.13583732,-77.02200073

KON,-12.13582478,-77.0219978

KON,-12.13581278,-77.02199292

KON,-12.1357997,-77.02198715

KON,-12.13578602,-77.02198183

KON,-12.13577213,-77.02197732

KON,-12.13575883,-77.02197132

KON,-12.13574595,-77.0219672

KON,-12.13573643,-77.02196588

KON,-12.13572993,-77.02196372

KON,-12.13572717,-77.02195825

KON,-12.13572793,-77.02195395

KON,-12.13572675,-77.02195385

KON,-12.13572583,-77.02195313

KON,-12.13572387,-77.02195305

KON,-12.13572058,-77.02195388

KON,-12.13571522,-77.02195443

KON,-12.13570708,-77.02195595

KON,-12.13570103,-77.02195735

KON,-12.13569733,-77.02195827

KON,-12.13569337,-77.02196085

KON,-12.13568718,-77.02196405

KON,-12.1356791,-77.02196712

KON,-12.13567075,-77.02197042

KON,-12.13566472,-77.02197275

KON,-12.13566038,-77.02197475

KON,-12.13565583,-77.0219781

KON,-12.13564447,-77.02198242

KON,-12.1356301,-77.02198818

KON,-12.13561452,-77.02199372

KON,-12.13559788,-77.021997

KON,-12.1355837,-77.02199793

KON,-12.13557172,-77.02199675

KON,-12.13555993,-77.02199278

KON,-12.13555148,-77.02198873

KON,-12.13554602,-77.02198302

KON,-12.13553973,-77.02197602

KON,-12.1355356,-77.02197122

KON,-12.13553378,-77.02196875

KON,-12.1355327,-77.02196832

KON,-12.1355319,-77.02196858

KON,-12.13553118,-77.02196852

KON,-12.1355311,-77.02196735

KON,-12.13553188,-77.02196658

KON,-12.1355319,-77.02196568

KON,-12.13553235,-77.02196588

KON,-12.13553193,-77.02196578

KON,-12.1355325,-77.02196533

KON,-12.13553253,-77.02196515

KON,-12.13553227,-77.02196445

KON,-12.13553222,-77.02196413

KON,-12.13553215,-77.02196398

KON,-12.13553213,-77.0219639

KON,-12.13553212,-77.02196385

KON,-12.1355321,-77.02196383

KON,-12.13553207,-77.0219638

KON,-12.13553205,-77.02196378

KON,-12.13553202,-77.02196378

KON,-12.13553147,-77.0219644

KON,-12.13553048,-77.02196378

KON,-12.13552997,-77.02196277

KON,-12.13553015,-77.02196245

KON,-12.1355295,-77.02196235

KON,-12.13552957,-77.0219624

KON,-12.13552992,-77.02196222

KON,-12.13553008,-77.02196242

KON,-12.13553093,-77.02196283

KON,-12.13553228,-77.02196323

KON,-12.13553247,-77.02196272

